20131101 074300;1.351940;1.352010;1.351820;1.351940;0
20131101 074400;1.351890;1.351890;1.351670;1.351670;0
20131101 074500;1.351660;1.351820;1.351660;1.351780;0
20131101 074600;1.351830;1.351860;1.351690;1.351780;0
20131101 074700;1.351820;1.351930;1.351740;1.351930;0
20131101 074800;1.351950;1.352060;1.351770;1.351810;0
20131101 074900;1.351820;1.351880;1.351720;1.351800;0
20131101 075000;1.351820;1.351880;1.351620;1.351670;0
20131101 075100;1.351660;1.351710;1.351580;1.351660;0
20131101 075200;1.351670;1.351760;1.351660;1.351740;0
20131101 075300;1.351760;1.351920;1.351660;1.351910;0
20131101 075400;1.351920;1.351920;1.351730;1.351840;0
20131101 075500;1.351780;1.351780;1.351540;1.351630;0
20131101 075600;1.351610;1.351630;1.351460;1.351460;0
20131101 075700;1.351470;1.351540;1.351440;1.351530;0
20131101 075800;1.351520;1.351630;1.351470;1.351530;0
20131101 075900;1.351490;1.351510;1.351170;1.351260;0
20131101 080000;1.351200;1.351350;1.350940;1.351030;0
20131101 080100;1.351020;1.351120;1.350740;1.350920;0
